_ID;housing;marital;campaign;education;poutcome;balance;contact;y;duration;default;day;age;loan;previous;job;month;pdays
2943;yes;married;2;secondary;unknown;688;unknown;no;174;no;6;36;no;0;blue-collar;may;-1
2945;no;single;1;tertiary;unknown;118;cellular;no;112;no;25;27;no;0;student;may;-1
2946;yes;married;2;secondary;unknown;-388;cellular;no;175;no;14;45;no;0;admin.;jul;-1
2947;no;married;1;tertiary;unknown;1603;unknown;no;279;no;17;40;no;0;self-employed;jun;-1
2949;yes;married;2;primary;failure;147;cellular;no;116;no;6;46;no;3;blue-collar;may;169
2950;yes;married;2;tertiary;unknown;836;unknown;no;129;no;27;37;no;0;entrepreneur;may;-1
2951;yes;married;2;secondary;failure;55;cellular;no;38;no;13;36;no;4;technician;may;369
2952;no;married;1;secondary;unknown;1123;unknown;no;138;no;28;37;yes;0;admin.;may;-1
2954;no;married;3;secondary;unknown;0;unknown;no;565;no;26;51;yes;0;services;jun;-1
2955;no;married;8;secondary;unknown;12531;cellular;no;77;no;13;49;no;0;technician;aug;-1
2956;yes;married;2;tertiary;failure;552;cellular;no;314;no;19;35;yes;1;management;nov;124
2957;no;married;2;primary;unknown;0;unknown;no;179;no;20;50;no;0;housemaid;jun;-1
2958;yes;married;1;tertiary;unknown;309;unknown;no;294;no;7;31;yes;0;services;may;-1
2959;yes;single;1;secondary;unknown;33;cellular;no;298;no;5;47;no;0;services;may;-1
2960;yes;married;2;secondary;unknown;681;telephone;no;427;no;14;59;no;0;blue-collar;apr;-1
2961;yes;married;4;secondary;failure;1787;cellular;no;87;no;12;32;no;4;blue-collar;may;357
2964;no;married;5;primary;unknown;4;cellular;no;74;no;23;41;no;0;blue-collar;jul;-1
2965;yes;married;4;primary;unknown;3587;unknown;no;148;no;30;35;no;0;blue-collar;may;-1
2966;no;married;3;tertiary;unknown;254;unknown;no;161;no;6;36;no;0;management;jun;-1
2967;no;divorced;1;primary;unknown;1712;unknown;no;110;no;19;46;no;0;blue-collar;jun;-1
2968;yes;married;1;secondary;failure;4855;cellular;no;1529;no;10;46;no;1;blue-collar;aug;397
2969;no;married;1;tertiary;success;2408;cellular;no;236;no;12;47;no;1;technician;aug;104
2970;yes;single;2;tertiary;unknown;252;cellular;no;89;no;8;35;no;0;management;aug;-1
2971;yes;married;1;secondary;failure;346;cellular;no;390;no;17;37;no;1;blue-collar;apr;316
2974;yes;divorced;1;tertiary;unknown;-710;cellular;no;183;no;10;44;no;0;management;jul;-1
2975;yes;single;2;tertiary;unknown;-551;cellular;no;168;no;11;48;no;0;technician;may;-1
2976;yes;single;1;secondary;unknown;56;unknown;no;66;no;23;28;no;0;blue-collar;may;-1
2977;no;married;3;tertiary;failure;1514;cellular;no;160;no;21;38;yes;3;entrepreneur;nov;120
2978;yes;single;2;tertiary;unknown;178;cellular;no;14;no;15;34;no;0;management;may;-1
2979;yes;married;4;secondary;unknown;359;unknown;no;220;no;6;56;no;0;technician;jun;-1
2981;no;divorced;13;secondary;unknown;221;cellular;no;149;no;30;44;no;0;blue-collar;jul;-1
2982;yes;married;1;tertiary;unknown;1161;unknown;no;665;no;8;38;no;0;technician;may;-1
2983;yes;married;3;secondary;unknown;1278;telephone;no;174;no;15;53;no;0;retired;jul;-1
2984;no;single;1;tertiary;unknown;982;cellular;no;105;no;23;41;no;0;admin.;jul;-1
2986;no;single;1;tertiary;unknown;1;cellular;no;582;no;19;34;no;0;management;nov;-1
2987;yes;married;1;secondary;unknown;128;cellular;no;136;no;12;35;no;0;services;may;-1
2989;no;married;2;tertiary;unknown;42045;cellular;no;205;no;8;42;no;0;entrepreneur;aug;-1
2990;yes;married;1;primary;failure;828;cellular;no;214;no;14;56;no;1;blue-collar;may;349
2991;yes;divorced;6;tertiary;unknown;0;cellular;no;217;no;11;37;no;0;management;may;-1
2992;yes;married;2;secondary;success;3940;cellular;no;171;no;9;47;no;5;housemaid;nov;96
2993;yes;married;1;secondary;unknown;125;unknown;no;50;no;13;29;no;0;blue-collar;may;-1
2994;yes;married;3;tertiary;unknown;140;unknown;no;65;no;5;41;no;0;management;jun;-1
2995;yes;single;1;secondary;unknown;593;unknown;no;55;no;5;43;no;0;technician;may;-1
2996;no;married;3;secondary;unknown;746;unknown;no;256;no;20;38;no;0;self-employed;jun;-1
2997;yes;married;1;secondary;unknown;589;unknown;no;151;no;21;31;yes;0;technician;may;-1
2998;no;single;1;tertiary;unknown;2343;cellular;no;226;no;18;32;no;0;management;jul;-1
2999;yes;married;5;tertiary;unknown;294;cellular;no;97;no;23;40;no;0;management;jul;-1
3000;no;married;1;secondary;unknown;644;telephone;no;92;no;22;45;yes;0;admin.;jul;-1
3001;yes;married;1;secondary;unknown;-26;unknown;no;343;no;16;43;no;0;management;may;-1
3002;yes;single;5;secondary;unknown;3354;cellular;no;493;no;14;27;no;0;services;may;-1
3003;no;single;3;tertiary;unknown;23;cellular;no;216;no;20;33;no;0;management;aug;-1
3004;yes;married;7;secondary;other;7;cellular;no;224;no;27;37;no;1;admin.;may;105
3007;yes;married;1;secondary;failure;508;cellular;no;222;no;20;44;no;1;blue-collar;apr;154
3008;yes;married;1;unknown;other;0;cellular;no;612;no;8;48;no;1;management;may;344
3009;yes;married;1;primary;unknown;93;telephone;no;137;no;17;57;no;0;blue-collar;apr;-1
3010;yes;single;2;tertiary;unknown;0;unknown;no;104;no;7;29;no;0;technician;may;-1
3011;no;married;4;secondary;unknown;26394;cellular;no;206;no;25;50;no;0;services;aug;-1
3012;yes;married;28;secondary;unknown;-11;cellular;no;172;no;30;36;no;0;services;jul;-1
3014;yes;married;1;secondary;unknown;-74;cellular;no;114;yes;19;49;no;0;technician;nov;-1
3015;no;married;1;tertiary;unknown;0;cellular;no;89;no;11;35;no;0;management;jul;-1
3016;yes;single;1;secondary;unknown;122;unknown;no;158;no;2;39;no;0;technician;jun;-1
3017;no;married;11;primary;unknown;351;cellular;no;326;no;14;34;yes;0;blue-collar;jul;-1
3018;no;married;3;secondary;unknown;35;unknown;no;215;no;26;57;yes;0;self-employed;jun;-1
3019;yes;divorced;1;secondary;unknown;2610;cellular;no;53;no;13;37;no;0;technician;may;-1
3020;no;single;11;secondary;unknown;64;cellular;no;71;no;21;25;no;0;services;jul;-1
3021;no;married;2;primary;other;60;cellular;no;487;no;8;43;no;2;blue-collar;may;367
3022;yes;married;2;secondary;failure;342;cellular;no;340;no;12;37;no;1;blue-collar;may;175
3023;no;single;1;tertiary;failure;1830;cellular;no;183;no;14;36;no;11;blue-collar;oct;91
3024;no;divorced;2;tertiary;unknown;1904;cellular;no;131;no;17;49;yes;0;management;nov;-1
3025;yes;single;1;tertiary;failure;16957;telephone;no;208;no;29;38;no;2;management;jan;247
3026;no;divorced;5;tertiary;unknown;26;unknown;no;311;no;18;39;no;0;management;jun;-1
3028;yes;married;1;secondary;unknown;79;unknown;no;83;no;23;34;no;0;admin.;may;-1
3030;no;married;18;secondary;unknown;65;cellular;no;25;no;28;53;no;0;blue-collar;aug;-1
3031;yes;married;5;tertiary;unknown;332;cellular;no;497;no;23;44;no;0;management;jul;-1
3032;yes;divorced;1;secondary;unknown;-399;unknown;no;180;no;2;32;no;0;technician;jun;-1
3034;no;married;1;primary;unknown;-102;unknown;no;134;no;4;29;no;0;services;jul;-1
3035;yes;married;2;tertiary;other;4809;cellular;no;223;no;21;55;no;3;unemployed;nov;186
3037;yes;married;1;secondary;unknown;11;unknown;no;420;no;13;52;no;0;technician;may;-1
3038;yes;married;3;secondary;unknown;2201;unknown;no;233;no;15;49;no;0;services;may;-1
3039;no;married;1;primary;unknown;8044;cellular;no;702;no;12;63;no;0;retired;nov;-1
3041;yes;single;1;secondary;failure;92;cellular;no;110;no;18;32;no;2;admin.;may;315
3042;no;married;6;tertiary;unknown;443;cellular;no;27;no;8;49;no;0;housemaid;aug;-1
3043;yes;married;2;primary;failure;1397;telephone;no;58;no;12;40;no;1;blue-collar;may;334
3044;no;married;1;unknown;unknown;7;cellular;no;68;no;20;53;no;0;entrepreneur;nov;-1
3045;no;married;2;tertiary;unknown;3177;cellular;no;92;no;8;53;no;0;technician;aug;-1
3046;no;married;1;primary;unknown;232;cellular;no;45;no;15;43;yes;0;blue-collar;may;-1
3047;yes;single;1;secondary;unknown;81;cellular;no;79;no;29;35;no;0;management;jan;-1
3048;yes;single;5;secondary;other;414;cellular;no;11;no;20;35;no;2;services;apr;319
3049;yes;single;1;tertiary;unknown;1433;cellular;no;520;no;15;25;no;0;student;may;-1
3050;no;single;1;unknown;unknown;187;cellular;no;86;no;17;31;no;0;technician;jul;-1
3051;no;married;16;tertiary;unknown;0;cellular;no;16;no;28;48;no;0;management;aug;-1
3052;no;married;2;secondary;unknown;4610;cellular;no;154;no;14;40;no;0;housemaid;aug;-1
3053;yes;married;1;primary;unknown;1429;unknown;no;91;no;14;46;no;0;blue-collar;may;-1
3054;no;single;2;secondary;unknown;334;cellular;no;389;no;29;30;no;0;services;jan;-1
3055;no;married;15;secondary;unknown;2;cellular;no;71;no;21;47;yes;0;services;jul;-1
3056;yes;single;3;secondary;unknown;500;unknown;no;111;no;4;23;no;0;services;jun;-1
3057;yes;married;2;tertiary;unknown;43;unknown;no;68;no;20;29;no;0;technician;may;-1
3058;yes;married;2;secondary;failure;4030;cellular;no;75;no;19;38;no;5;technician;nov;177
3059;no;married;1;primary;unknown;306;cellular;no;212;no;8;56;yes;0;housemaid;jul;-1
3060;no;married;2;secondary;failure;0;cellular;no;91;no;22;52;no;1;admin.;apr;275
3061;no;married;2;secondary;unknown;168;cellular;no;79;no;19;55;no;0;retired;aug;-1
3062;no;married;2;tertiary;unknown;210;cellular;no;646;no;29;43;no;0;entrepreneur;jul;-1
3063;yes;married;1;secondary;unknown;518;cellular;no;206;no;11;34;no;0;blue-collar;may;-1
3065;no;married;2;secondary;unknown;-31;cellular;no;81;no;13;55;yes;0;services;aug;-1
3066;yes;married;1;secondary;other;856;cellular;no;470;no;20;34;no;5;blue-collar;apr;150
3067;yes;single;2;tertiary;unknown;318;unknown;no;133;no;9;34;no;0;management;may;-1
3068;no;married;2;tertiary;unknown;64;unknown;no;230;no;6;43;no;0;self-employed;jun;-1
3069;yes;married;6;primary;unknown;800;cellular;no;76;no;19;39;no;0;blue-collar;nov;-1
3070;no;single;1;unknown;unknown;75;unknown;no;26;no;6;39;no;0;technician;jun;-1
3071;yes;single;2;secondary;failure;347;cellular;no;154;no;6;34;no;6;technician;feb;197
3072;yes;married;4;tertiary;unknown;2366;cellular;no;94;no;30;55;yes;0;management;jul;-1
3074;yes;married;1;tertiary;unknown;475;cellular;no;1156;no;9;34;yes;0;entrepreneur;jul;-1
3075;no;married;5;secondary;unknown;3285;cellular;no;248;no;31;47;no;0;blue-collar;jul;-1
3076;no;married;3;primary;unknown;925;cellular;no;884;no;20;33;no;0;blue-collar;nov;-1
3077;no;married;2;secondary;unknown;128;cellular;no;275;no;18;45;yes;0;entrepreneur;nov;-1
3078;yes;married;2;secondary;unknown;1587;cellular;no;200;no;28;36;no;0;blue-collar;jul;-1
3079;yes;divorced;1;secondary;unknown;879;unknown;no;228;no;26;59;no;0;technician;may;-1
3081;no;divorced;5;secondary;unknown;280;cellular;no;393;no;14;52;no;0;technician;jul;-1
3082;no;married;4;primary;unknown;1868;cellular;no;156;no;8;53;no;0;blue-collar;aug;-1
3083;no;married;3;primary;unknown;819;cellular;no;244;no;9;41;no;0;unemployed;feb;-1
3084;yes;married;1;secondary;unknown;4646;unknown;no;118;no;13;45;no;0;blue-collar;may;-1
3085;no;single;2;secondary;unknown;27;cellular;no;40;no;22;60;no;0;self-employed;aug;-1
3086;yes;married;3;secondary;unknown;736;unknown;no;700;no;23;32;no;0;blue-collar;may;-1
3087;yes;single;3;tertiary;unknown;224;cellular;no;97;no;2;28;no;0;management;feb;-1
3089;no;married;4;secondary;unknown;427;cellular;no;360;no;14;53;yes;0;blue-collar;aug;-1
3090;no;married;1;tertiary;unknown;2764;cellular;no;235;no;17;58;no;0;management;nov;-1
3091;yes;married;1;secondary;unknown;376;unknown;no;1521;no;7;38;no;0;blue-collar;may;-1
3092;yes;married;4;tertiary;failure;523;cellular;no;105;no;6;46;no;2;management;may;366
3093;no;married;1;tertiary;unknown;71;cellular;no;86;no;29;53;yes;0;entrepreneur;jan;-1
3094;no;married;1;secondary;failure;3948;cellular;no;484;no;3;56;no;3;retired;apr;135
3095;no;single;1;secondary;unknown;1810;telephone;no;117;no;19;52;no;0;services;nov;-1
3096;no;married;1;secondary;unknown;994;unknown;no;119;no;9;38;no;0;technician;jun;-1
3097;yes;married;1;primary;unknown;52;unknown;no;359;no;7;37;no;0;services;may;-1
3098;no;married;8;primary;unknown;11;telephone;no;109;no;30;37;no;0;blue-collar;jul;-1
3099;no;married;1;secondary;unknown;0;unknown;no;236;yes;18;37;no;0;technician;jun;-1
3100;no;married;3;primary;failure;747;telephone;no;203;no;28;66;no;1;retired;jan;93
3101;yes;married;2;primary;unknown;2657;unknown;no;202;no;20;44;no;0;blue-collar;jun;-1
3102;no;married;1;secondary;unknown;313;unknown;no;42;no;3;61;yes;0;retired;jul;-1
3103;no;married;1;secondary;unknown;61;unknown;no;21;no;5;34;yes;0;admin.;may;-1
3104;yes;single;1;secondary;unknown;2557;cellular;no;186;no;18;33;no;0;admin.;may;-1
3105;yes;divorced;1;secondary;unknown;0;cellular;no;172;no;13;30;no;0;services;may;-1
3106;yes;divorced;1;secondary;unknown;10;cellular;no;527;no;22;27;no;0;services;jul;-1
3107;yes;married;1;secondary;unknown;658;telephone;no;175;no;23;37;no;0;services;jul;-1
3108;yes;married;18;primary;unknown;1679;unknown;no;21;no;20;38;no;0;blue-collar;jun;-1
3109;no;single;4;tertiary;unknown;0;cellular;no;370;no;14;35;yes;0;management;aug;-1
3110;yes;married;2;secondary;unknown;841;unknown;no;54;no;29;50;no;0;technician;may;-1
3111;yes;married;3;secondary;unknown;0;cellular;no;63;no;27;39;no;0;management;aug;-1
3112;yes;married;3;secondary;unknown;1160;unknown;no;116;no;27;35;no;0;management;may;-1
3113;yes;divorced;1;secondary;unknown;-37;unknown;no;151;no;27;36;no;0;admin.;may;-1
3114;yes;single;1;secondary;unknown;94;cellular;no;300;no;16;28;no;0;services;apr;-1
3115;yes;married;1;tertiary;failure;585;cellular;no;48;no;18;39;no;3;self-employed;nov;181
3116;no;married;1;secondary;unknown;235;unknown;no;217;no;9;39;no;0;self-employed;jun;-1
3118;yes;married;1;secondary;unknown;1464;unknown;no;193;no;3;32;no;0;services;jun;-1
3119;yes;married;1;secondary;failure;232;cellular;no;72;no;29;28;yes;1;technician;jan;261
3120;yes;married;1;primary;unknown;187;unknown;no;165;no;9;47;no;0;technician;may;-1
3121;no;married;10;tertiary;unknown;12;cellular;no;345;no;27;53;no;0;management;aug;-1
3122;yes;married;2;primary;unknown;318;unknown;no;206;no;27;57;no;0;blue-collar;may;-1
3124;yes;married;2;tertiary;unknown;334;unknown;no;127;no;15;56;no;0;management;may;-1
3125;yes;married;32;primary;unknown;0;unknown;no;29;no;2;38;no;0;admin.;jun;-1
3126;no;married;3;primary;unknown;2;unknown;no;70;no;9;52;no;0;blue-collar;jun;-1
3127;yes;married;2;secondary;unknown;966;cellular;no;40;no;19;46;yes;0;technician;aug;-1
3128;no;married;4;primary;unknown;195;telephone;no;185;yes;30;57;yes;0;blue-collar;jul;-1
3129;no;divorced;2;unknown;unknown;0;cellular;no;64;no;7;42;no;0;blue-collar;jul;-1
3130;no;married;1;secondary;unknown;0;unknown;no;97;no;19;57;no;0;unemployed;jun;-1
3131;no;married;5;secondary;unknown;260;cellular;no;316;no;27;51;no;0;housemaid;aug;-1
3132;yes;married;1;tertiary;failure;451;cellular;no;125;no;2;53;no;2;self-employed;feb;249
3133;yes;married;1;primary;unknown;3242;unknown;no;233;no;21;37;no;0;blue-collar;may;-1
3134;yes;divorced;7;secondary;other;8515;unknown;no;14;no;20;47;no;4;self-employed;nov;112
3136;yes;married;1;primary;unknown;20;unknown;no;109;no;7;39;no;0;blue-collar;may;-1
3137;yes;married;2;secondary;unknown;3068;cellular;no;429;no;11;42;yes;0;blue-collar;may;-1
3138;no;married;11;tertiary;unknown;23;cellular;no;133;no;26;36;no;0;management;aug;-1
3139;no;single;2;secondary;unknown;1076;cellular;no;70;no;8;34;no;0;technician;aug;-1
3140;yes;married;1;primary;unknown;1060;unknown;no;118;no;13;61;no;0;retired;may;-1
3142;yes;single;1;primary;unknown;1147;telephone;no;29;no;7;35;yes;0;blue-collar;may;-1
3143;no;married;1;secondary;unknown;-630;unknown;no;173;no;23;54;no;0;blue-collar;may;-1
3144;no;married;14;tertiary;unknown;459;cellular;no;13;no;28;31;no;0;management;aug;-1
3145;yes;divorced;1;secondary;failure;976;cellular;no;183;no;17;45;no;2;technician;apr;338
3146;yes;married;2;tertiary;unknown;357;cellular;no;175;no;18;32;no;0;housemaid;nov;-1
3147;no;married;1;secondary;unknown;-9;unknown;no;123;no;9;52;no;0;unemployed;jun;-1
3148;yes;single;1;secondary;other;1927;cellular;no;288;no;18;36;no;1;admin.;nov;137
3149;yes;married;18;secondary;unknown;500;unknown;no;19;no;6;31;no;0;services;jun;-1
3150;no;married;4;secondary;unknown;9146;cellular;no;136;no;13;53;no;0;technician;aug;-1
3151;no;married;2;secondary;unknown;59;unknown;no;437;no;13;43;no;0;entrepreneur;may;-1
3152;no;married;2;primary;unknown;0;cellular;no;1225;no;10;47;no;0;housemaid;aug;-1
3153;yes;married;8;primary;unknown;328;unknown;no;526;no;21;46;no;0;blue-collar;may;-1
3154;no;divorced;2;secondary;unknown;291;cellular;no;91;no;7;34;no;0;management;aug;-1
3155;yes;single;3;tertiary;unknown;-703;cellular;no;123;no;8;55;no;0;technician;may;-1
3156;yes;single;1;secondary;unknown;589;cellular;no;62;no;6;23;no;0;admin.;may;-1
3157;no;married;2;secondary;failure;6053;cellular;no;865;no;11;75;no;1;blue-collar;feb;190
3158;no;married;3;secondary;unknown;1142;telephone;no;82;no;4;58;no;0;admin.;feb;-1
3159;yes;married;7;secondary;failure;725;cellular;no;219;no;20;35;no;1;admin.;nov;133
3162;yes;married;3;secondary;unknown;191;cellular;no;238;no;5;48;no;0;admin.;feb;-1
3163;no;single;5;secondary;unknown;373;cellular;no;346;no;22;31;no;0;technician;aug;-1
3164;no;married;2;secondary;unknown;6164;cellular;no;161;no;19;57;no;0;technician;nov;-1
3165;no;married;9;tertiary;unknown;37;cellular;no;51;no;28;53;no;0;management;aug;-1
3166;yes;married;1;primary;unknown;1156;telephone;no;37;no;20;42;no;0;blue-collar;apr;-1
3167;yes;married;8;secondary;other;806;cellular;no;141;no;7;50;yes;2;entrepreneur;may;297
3168;no;married;2;secondary;unknown;2381;cellular;no;173;no;30;59;no;0;admin.;apr;-1
3169;yes;married;2;secondary;unknown;-314;unknown;no;66;no;28;38;no;0;services;may;-1
3170;yes;married;1;secondary;unknown;285;unknown;no;209;no;6;39;yes;0;blue-collar;may;-1
3171;yes;single;20;primary;unknown;1199;cellular;no;1011;no;30;28;no;0;blue-collar;jul;-1
3172;yes;divorced;2;tertiary;failure;481;telephone;no;147;no;8;55;no;3;management;may;298
3173;no;single;4;tertiary;unknown;137;cellular;no;88;no;25;33;no;0;technician;aug;-1
3174;yes;single;1;secondary;unknown;168;telephone;no;52;no;12;36;no;0;blue-collar;may;-1
3175;yes;divorced;3;secondary;unknown;156;unknown;no;544;no;17;38;no;0;admin.;jun;-1
3177;yes;single;2;tertiary;unknown;11797;cellular;no;95;no;11;32;no;0;management;aug;-1
3178;no;married;1;secondary;unknown;786;cellular;no;322;no;25;35;yes;0;admin.;jul;-1
3179;no;married;3;primary;unknown;4015;unknown;no;106;no;20;58;no;0;technician;jun;-1
3180;yes;married;1;secondary;unknown;0;unknown;no;20;no;9;30;no;0;services;may;-1
3181;yes;married;7;secondary;other;331;cellular;no;178;no;14;33;no;5;blue-collar;may;365
3182;yes;married;4;secondary;unknown;1554;unknown;no;325;no;12;36;no;0;blue-collar;may;-1
3183;yes;married;2;secondary;unknown;132;unknown;no;343;no;19;32;yes;0;services;may;-1
3185;yes;married;3;secondary;unknown;529;cellular;no;193;no;19;42;yes;0;admin.;nov;-1
3186;no;married;7;tertiary;unknown;4824;cellular;no;168;no;18;41;yes;0;management;jul;-1
3188;yes;divorced;1;tertiary;unknown;86;unknown;no;218;no;6;38;no;0;admin.;may;-1
3189;yes;married;1;primary;unknown;2281;unknown;no;158;no;20;54;no;0;blue-collar;jun;-1
3190;yes;married;1;secondary;unknown;186;cellular;no;433;no;17;39;no;0;services;apr;-1
3191;no;married;3;secondary;unknown;137;unknown;no;252;no;20;46;no;0;blue-collar;jun;-1
3192;no;married;1;tertiary;unknown;6968;cellular;no;175;no;1;37;no;0;technician;jun;-1
3193;no;divorced;1;primary;unknown;86;cellular;no;192;no;12;76;no;0;retired;aug;-1
3194;no;single;1;unknown;unknown;81;cellular;no;158;no;8;28;yes;0;management;jul;-1
3195;no;married;2;primary;unknown;6904;telephone;no;114;no;20;33;no;0;services;nov;-1
3196;yes;married;1;tertiary;unknown;137;unknown;no;246;no;5;46;yes;0;self-employed;may;-1
3197;no;single;1;secondary;unknown;25;telephone;no;44;no;30;30;no;0;student;apr;-1
3198;no;married;2;tertiary;unknown;759;cellular;no;136;no;14;60;no;0;management;aug;-1
3199;yes;married;2;tertiary;unknown;1922;cellular;no;247;no;24;56;no;0;housemaid;jul;-1
3200;yes;single;1;unknown;unknown;3298;unknown;no;227;no;28;24;no;0;student;may;-1
3201;no;married;4;secondary;unknown;764;cellular;no;219;no;12;58;no;0;retired;aug;-1
3203;yes;married;2;secondary;unknown;3514;unknown;no;226;no;20;32;no;0;blue-collar;may;-1
3204;yes;married;2;primary;unknown;0;cellular;no;351;no;18;33;no;0;services;jul;-1
3205;no;married;4;primary;failure;680;telephone;no;341;no;27;77;no;3;retired;nov;94
3206;no;married;1;primary;unknown;0;telephone;no;124;no;22;60;yes;0;housemaid;jul;-1
3207;no;married;3;tertiary;unknown;2819;cellular;no;123;no;7;54;no;0;management;aug;-1
3208;yes;married;6;primary;unknown;-518;unknown;no;244;no;28;30;yes;0;blue-collar;may;-1
3209;no;married;8;secondary;unknown;60;cellular;no;151;no;27;50;yes;0;services;aug;-1
3210;no;married;7;secondary;unknown;732;cellular;no;736;no;7;50;no;0;management;apr;-1
3211;yes;married;1;secondary;unknown;2707;telephone;no;109;no;16;37;no;0;technician;jul;-1
3212;yes;married;2;tertiary;unknown;177;telephone;no;117;no;11;41;no;0;technician;jul;-1
3213;no;married;2;secondary;unknown;13229;telephone;no;77;no;8;49;yes;0;admin.;jul;-1
3214;yes;married;1;primary;unknown;-204;unknown;no;42;no;6;41;yes;0;blue-collar;jun;-1
3215;yes;married;3;secondary;unknown;990;cellular;no;252;no;6;40;no;0;technician;feb;-1
3216;yes;married;1;secondary;unknown;648;unknown;no;179;no;3;38;no;0;blue-collar;jun;-1
3217;no;married;3;secondary;unknown;50;cellular;no;106;no;11;34;no;0;technician;aug;-1
3218;no;married;3;secondary;unknown;1916;telephone;no;281;no;14;49;yes;0;entrepreneur;jul;-1
3220;yes;married;1;secondary;unknown;470;cellular;no;217;no;20;34;yes;0;blue-collar;apr;-1
3221;no;married;4;secondary;unknown;0;cellular;no;144;no;19;31;yes;0;technician;aug;-1
3222;yes;single;1;secondary;unknown;5739;cellular;no;374;no;21;33;yes;0;blue-collar;nov;-1
3223;no;married;1;tertiary;unknown;0;unknown;no;298;no;14;31;no;0;management;may;-1
3225;yes;married;31;secondary;unknown;157;cellular;no;33;no;28;25;no;0;unemployed;jul;-1
3226;yes;married;2;tertiary;unknown;1518;cellular;no;128;no;20;34;no;0;management;nov;-1
3227;no;married;4;tertiary;unknown;1343;cellular;no;129;no;5;53;no;0;management;aug;-1
3228;yes;single;4;tertiary;unknown;-401;cellular;no;274;yes;19;39;no;0;management;aug;-1
3230;yes;single;2;secondary;unknown;2285;unknown;no;413;no;14;32;no;0;blue-collar;may;-1
3231;yes;married;1;secondary;failure;22171;cellular;no;44;no;18;29;no;3;admin.;may;355
3232;yes;married;4;tertiary;other;856;cellular;no;70;no;4;56;yes;7;management;feb;7
3233;no;single;18;unknown;unknown;1169;cellular;no;463;no;6;19;no;0;student;feb;-1
3234;no;single;2;tertiary;unknown;3797;cellular;no;96;no;2;39;no;0;management;jun;-1
3235;yes;single;1;secondary;failure;53;cellular;no;276;no;18;32;no;1;blue-collar;nov;195
3236;yes;married;2;primary;other;2519;cellular;no;257;no;16;43;no;9;blue-collar;apr;146
3237;no;married;3;primary;unknown;795;cellular;no;131;no;8;32;no;0;entrepreneur;aug;-1
3238;yes;divorced;2;secondary;unknown;0;cellular;no;586;no;30;53;yes;0;admin.;apr;-1
3240;no;single;1;secondary;unknown;34;telephone;no;29;no;30;43;no;0;technician;jul;-1
3241;no;married;6;secondary;unknown;5;unknown;no;65;no;9;48;no;0;technician;jun;-1
3242;yes;single;3;secondary;unknown;15;cellular;no;67;no;25;27;no;0;technician;jul;-1
3243;no;single;1;tertiary;success;390;cellular;no;190;no;28;27;no;1;management;oct;82
3244;no;married;2;unknown;unknown;712;cellular;no;287;no;13;51;no;0;management;aug;-1
3245;yes;single;1;tertiary;unknown;2600;unknown;no;77;no;17;39;no;0;admin.;jun;-1
3246;yes;married;1;secondary;unknown;-241;unknown;no;169;no;27;33;yes;0;blue-collar;may;-1
3247;yes;divorced;1;primary;unknown;1545;cellular;no;25;no;20;50;no;0;blue-collar;nov;-1
3249;yes;married;6;primary;unknown;435;telephone;no;122;no;28;58;no;0;housemaid;jul;-1
3251;no;married;1;secondary;unknown;1801;telephone;no;167;no;29;60;no;0;blue-collar;oct;-1
3252;yes;married;1;tertiary;unknown;2278;cellular;no;244;no;13;38;yes;0;management;may;-1
3253;yes;married;6;unknown;unknown;157;unknown;no;99;no;30;39;no;0;blue-collar;may;-1
3254;yes;married;2;secondary;unknown;1327;unknown;no;76;no;26;40;yes;0;admin.;may;-1
3255;no;married;4;primary;unknown;284;telephone;no;252;no;14;55;yes;0;blue-collar;jul;-1
3257;yes;single;1;secondary;unknown;1588;unknown;no;14;no;3;31;no;0;admin.;jun;-1
3258;yes;married;2;secondary;unknown;0;telephone;no;121;no;28;38;no;0;services;jul;-1
3259;yes;married;1;secondary;unknown;428;unknown;no;153;no;30;52;no;0;management;may;-1
3260;no;married;5;primary;other;542;cellular;no;8;no;11;45;no;3;admin.;may;350
3261;no;married;1;primary;unknown;66;cellular;no;244;no;19;32;no;0;blue-collar;nov;-1
3262;no;divorced;2;secondary;unknown;314;unknown;no;67;no;25;58;no;0;blue-collar;jun;-1
3263;yes;married;1;tertiary;failure;24;cellular;no;169;no;8;35;no;2;management;apr;231
3264;no;single;2;tertiary;unknown;613;cellular;no;86;no;7;36;no;0;management;aug;-1
3265;no;married;2;secondary;unknown;1467;cellular;no;277;no;29;55;yes;0;retired;jul;-1
3266;yes;married;5;secondary;other;192;cellular;no;154;no;13;45;no;1;blue-collar;may;176
3267;no;married;3;secondary;unknown;321;unknown;no;135;no;9;49;no;0;management;jun;-1
3268;yes;married;1;secondary;unknown;788;cellular;no;392;no;17;44;no;0;blue-collar;apr;-1
3269;yes;divorced;2;secondary;unknown;48;unknown;no;133;no;8;37;no;0;blue-collar;may;-1
3270;no;married;2;secondary;success;262;cellular;no;96;no;2;35;no;4;blue-collar;jul;109
3272;yes;single;6;secondary;other;5045;cellular;no;20;no;21;44;no;15;services;nov;175
3273;yes;single;2;tertiary;unknown;3014;cellular;no;291;no;7;32;no;0;blue-collar;may;-1
3274;no;married;8;tertiary;unknown;21664;unknown;no;214;no;17;56;no;0;management;jun;-1
3275;no;married;2;tertiary;unknown;5878;cellular;no;159;no;19;32;no;0;management;aug;-1
