campaign;balance;housing;loan;contact;age;duration;poutcome;job;_ID;day;previous;pdays;marital;education;month;default;y
9;41;yes;no;cellular;34;34;unknown;blue-collar;2548;6;0;-1;married;unknown;may;no;no
4;184;no;no;cellular;34;203;unknown;management;2549;22;0;-1;single;tertiary;jul;no;no
3;251;no;yes;unknown;41;85;unknown;management;2550;6;0;-1;married;tertiary;jun;no;no
4;-17;no;no;cellular;38;11;unknown;management;2551;21;0;-1;divorced;secondary;nov;no;no
10;-19;yes;no;unknown;23;13;unknown;services;2552;20;0;-1;married;secondary;jun;no;no
3;777;yes;no;cellular;36;185;unknown;blue-collar;2554;6;0;-1;married;secondary;may;no;no
1;377;no;no;cellular;49;158;failure;unemployed;2555;22;2;59;married;tertiary;may;no;no
5;-375;yes;no;cellular;40;60;unknown;technician;2557;13;0;-1;divorced;secondary;may;no;no
2;796;no;no;cellular;72;173;unknown;retired;2558;24;0;-1;married;primary;apr;no;no
4;17;yes;no;unknown;43;353;unknown;technician;2559;16;0;-1;married;secondary;may;no;no
3;1071;yes;no;cellular;44;143;failure;blue-collar;2560;11;1;357;married;secondary;may;no;no
5;0;yes;no;cellular;35;18;unknown;admin.;2561;20;0;-1;married;secondary;apr;no;no
1;7378;no;no;cellular;46;466;unknown;admin.;2562;18;0;-1;divorced;secondary;nov;no;no
1;865;yes;no;cellular;55;85;failure;admin.;2563;17;1;151;married;secondary;apr;no;no
1;-701;yes;yes;cellular;50;148;unknown;technician;2564;24;0;-1;divorced;secondary;jul;no;no
1;817;yes;no;cellular;23;123;unknown;blue-collar;2565;18;0;-1;single;unknown;may;no;no
1;1387;no;no;cellular;34;121;unknown;student;2566;30;0;-1;married;unknown;apr;no;no
3;0;yes;yes;unknown;40;245;unknown;blue-collar;2567;29;0;-1;married;secondary;may;no;no
6;4541;yes;no;unknown;53;190;unknown;technician;2569;15;0;-1;married;secondary;may;no;no
1;0;no;no;unknown;57;44;unknown;technician;2570;13;0;-1;married;secondary;may;no;no
1;4287;no;no;cellular;28;171;unknown;blue-collar;2571;30;0;-1;married;secondary;apr;no;no
12;242;yes;no;cellular;25;62;unknown;admin.;2572;30;0;-1;married;secondary;jul;no;no
1;171;yes;yes;unknown;38;172;unknown;blue-collar;2573;20;0;-1;married;secondary;may;no;no
10;259;yes;no;unknown;27;78;unknown;services;2574;23;0;-1;single;secondary;may;no;no
5;827;yes;no;unknown;45;319;unknown;blue-collar;2575;15;0;-1;married;secondary;may;no;no
1;469;no;yes;cellular;31;111;unknown;services;2576;2;0;-1;single;secondary;feb;no;no
1;2226;yes;no;unknown;39;158;unknown;blue-collar;2577;6;0;-1;married;primary;may;no;no
12;0;no;no;cellular;42;82;unknown;technician;2578;29;0;-1;married;secondary;aug;no;no
6;477;yes;no;unknown;46;128;unknown;management;2579;20;0;-1;married;tertiary;may;no;no
4;42;yes;no;unknown;36;102;unknown;services;2580;8;0;-1;married;secondary;may;no;no
2;775;yes;no;unknown;30;124;unknown;management;2581;16;0;-1;single;tertiary;jun;no;no
2;9;yes;no;cellular;32;334;unknown;blue-collar;2582;17;0;-1;married;secondary;apr;no;no
1;2395;no;no;cellular;31;218;unknown;management;2584;27;0;-1;married;tertiary;apr;no;no
1;4895;no;no;unknown;60;313;unknown;management;2585;9;0;-1;married;primary;jun;no;no
3;376;yes;yes;unknown;35;207;unknown;blue-collar;2586;6;0;-1;single;secondary;may;no;no
1;389;yes;no;unknown;38;262;unknown;management;2587;6;0;-1;married;tertiary;may;no;no
2;134;no;no;cellular;46;134;unknown;management;2588;19;0;-1;divorced;tertiary;aug;no;no
3;1273;yes;yes;unknown;45;197;unknown;entrepreneur;2589;11;0;-1;divorced;tertiary;jun;no;no
3;0;yes;no;cellular;59;214;unknown;services;2590;12;0;-1;married;secondary;may;no;no
7;2892;yes;yes;cellular;34;1165;unknown;management;2591;30;0;-1;married;tertiary;jul;no;no
2;0;yes;no;cellular;33;177;unknown;technician;2592;7;0;-1;divorced;secondary;may;no;no
6;295;yes;no;unknown;46;141;unknown;management;2593;23;0;-1;single;secondary;may;no;no
6;292;yes;yes;cellular;48;164;unknown;admin.;2594;29;0;-1;married;secondary;jul;no;no
1;85;no;no;cellular;31;151;unknown;services;2595;16;0;-1;single;secondary;jul;no;no
2;4;no;no;cellular;32;145;failure;technician;2596;4;4;260;married;secondary;feb;no;no
1;-587;yes;no;unknown;35;111;unknown;blue-collar;2597;26;0;-1;divorced;primary;may;no;no
1;367;no;no;cellular;36;217;failure;blue-collar;2598;2;1;221;single;primary;feb;no;no
4;-1224;yes;no;cellular;52;253;unknown;management;2599;7;0;-1;married;tertiary;may;no;no
1;959;no;no;unknown;45;74;unknown;management;2600;18;0;-1;divorced;tertiary;jun;no;no
2;0;no;no;cellular;34;263;unknown;management;2601;20;0;-1;married;tertiary;aug;no;no
1;-589;yes;no;unknown;25;233;unknown;blue-collar;2602;3;0;-1;married;primary;jun;yes;no
2;-8;no;no;cellular;26;402;unknown;management;2603;13;0;-1;single;tertiary;aug;no;no
1;0;no;no;cellular;57;585;unknown;management;2604;30;0;-1;married;unknown;sep;no;no
1;247;yes;yes;unknown;48;145;unknown;management;2605;14;0;-1;married;primary;may;no;no
5;5543;no;no;unknown;48;143;unknown;technician;2606;16;0;-1;married;unknown;jun;no;no
1;642;no;yes;cellular;32;524;unknown;blue-collar;2607;8;0;-1;married;primary;jul;no;no
1;11;no;no;cellular;58;270;unknown;retired;2608;11;0;-1;married;secondary;aug;no;no
1;-226;yes;no;unknown;57;272;unknown;management;2609;4;0;-1;married;primary;jun;no;no
2;5191;no;no;cellular;31;187;unknown;entrepreneur;2610;20;0;-1;married;tertiary;nov;no;no
2;-320;no;no;cellular;33;268;unknown;blue-collar;2611;18;0;-1;single;secondary;may;no;no
1;2289;yes;yes;cellular;53;183;unknown;entrepreneur;2612;17;0;-1;married;tertiary;nov;no;no
3;725;yes;no;cellular;36;123;failure;admin.;2613;27;8;99;married;secondary;feb;no;no
4;705;yes;no;cellular;32;20;unknown;technician;2614;20;0;-1;single;tertiary;apr;no;no
4;776;yes;no;cellular;45;232;failure;blue-collar;2615;6;1;253;married;secondary;feb;no;no
7;816;yes;no;cellular;35;547;unknown;unemployed;2616;19;0;-1;married;tertiary;nov;no;no
9;171;no;no;cellular;41;71;unknown;services;2617;21;0;-1;married;secondary;jul;no;no
6;812;no;no;cellular;54;113;unknown;services;2618;31;0;-1;married;secondary;jul;no;no
1;1453;yes;no;cellular;28;246;other;technician;2620;12;1;343;single;secondary;may;no;no
12;431;yes;no;unknown;24;108;unknown;blue-collar;2621;3;0;-1;single;unknown;jun;no;no
1;1009;yes;no;cellular;30;253;unknown;admin.;2622;29;0;-1;single;secondary;jan;no;no
1;286;yes;no;cellular;32;175;unknown;self-employed;2623;6;0;-1;married;primary;aug;no;no
1;22370;yes;no;unknown;53;106;unknown;entrepreneur;2624;15;0;-1;married;tertiary;may;no;no
2;2111;yes;no;cellular;42;86;unknown;blue-collar;2625;7;0;-1;married;primary;may;no;no
3;5366;yes;no;unknown;48;248;unknown;blue-collar;2626;21;0;-1;married;primary;may;no;no
2;181;yes;yes;telephone;33;265;unknown;technician;2627;28;0;-1;married;secondary;jul;no;no
5;-452;yes;no;unknown;31;182;unknown;blue-collar;2628;26;0;-1;divorced;secondary;may;no;no
3;1770;no;no;cellular;56;916;unknown;unemployed;2629;5;0;-1;divorced;primary;feb;no;no
1;0;no;no;cellular;58;506;unknown;retired;2630;4;0;-1;married;primary;aug;no;no
1;-296;yes;no;cellular;37;81;unknown;admin.;2631;20;0;-1;single;secondary;apr;no;no
1;2358;yes;no;cellular;59;30;unknown;management;2632;17;0;-1;married;primary;apr;no;no
3;109;yes;no;unknown;39;699;unknown;housemaid;2634;6;0;-1;single;primary;may;no;no
1;616;yes;no;cellular;30;19;unknown;technician;2635;6;0;-1;married;secondary;may;no;no
1;4906;yes;no;unknown;47;389;unknown;services;2636;14;0;-1;divorced;secondary;may;no;no
4;313;no;no;cellular;44;211;unknown;self-employed;2637;6;0;-1;married;secondary;aug;no;no
1;290;yes;no;cellular;38;283;unknown;blue-collar;2638;16;0;-1;married;primary;apr;no;no
2;1240;no;no;cellular;50;474;unknown;management;2639;12;0;-1;married;tertiary;aug;no;no
2;3672;yes;no;cellular;27;157;failure;admin.;2640;15;5;351;single;tertiary;may;no;no
2;19;no;no;cellular;73;509;unknown;retired;2641;5;0;-1;married;secondary;nov;no;no
1;143;yes;no;unknown;46;279;unknown;blue-collar;2642;7;0;-1;married;primary;may;no;no
1;212;no;yes;telephone;56;27;unknown;retired;2643;17;0;-1;divorced;secondary;jul;no;no
1;3074;no;no;cellular;33;679;unknown;blue-collar;2645;18;0;-1;married;primary;nov;no;no
1;1734;yes;no;unknown;40;169;unknown;management;2646;2;0;-1;married;tertiary;jun;no;no
1;575;no;no;unknown;52;315;unknown;management;2647;3;0;-1;married;tertiary;jun;no;no
2;397;yes;no;cellular;51;293;unknown;blue-collar;2648;20;0;-1;married;secondary;aug;no;no
3;640;yes;no;cellular;33;439;unknown;blue-collar;2649;3;0;-1;married;secondary;feb;no;no
1;158;yes;no;unknown;54;198;unknown;services;2650;19;0;-1;married;secondary;may;no;no
2;2984;yes;no;unknown;44;770;unknown;management;2651;15;0;-1;married;secondary;may;no;no
2;1011;yes;no;telephone;50;340;unknown;entrepreneur;2652;30;0;-1;married;secondary;jul;no;no
2;712;yes;no;cellular;37;291;unknown;technician;2656;18;0;-1;married;secondary;nov;no;no
2;-427;yes;yes;unknown;28;965;unknown;services;2657;21;0;-1;single;secondary;may;no;no
1;2146;no;yes;unknown;56;594;unknown;admin.;2658;9;0;-1;married;secondary;jun;no;no
2;92;yes;no;cellular;59;139;failure;admin.;2659;12;1;350;married;secondary;may;no;no
4;10;yes;no;unknown;32;501;unknown;unemployed;2660;6;0;-1;married;secondary;may;no;no
1;1238;yes;no;cellular;57;274;unknown;retired;2661;15;0;-1;married;primary;jul;no;no
3;981;yes;no;telephone;49;10;unknown;admin.;2662;21;0;-1;single;secondary;nov;no;no
2;575;no;no;unknown;56;18;unknown;entrepreneur;2663;20;0;-1;married;unknown;jun;no;no
1;-70;no;no;cellular;48;243;unknown;admin.;2664;14;0;-1;divorced;unknown;may;no;no
2;574;yes;no;cellular;31;410;unknown;management;2666;16;0;-1;single;tertiary;jul;no;no
1;43;no;no;unknown;28;190;unknown;blue-collar;2667;19;0;-1;single;secondary;may;no;no
1;428;no;no;unknown;36;121;unknown;management;2668;28;0;-1;married;tertiary;may;no;no
1;0;yes;no;telephone;58;148;unknown;housemaid;2669;9;0;-1;married;primary;jul;no;no
2;0;yes;yes;cellular;46;239;failure;admin.;2670;20;2;259;married;secondary;apr;no;no
3;474;yes;no;cellular;32;90;unknown;management;2671;7;0;-1;single;tertiary;aug;no;no
1;-540;no;no;unknown;39;29;unknown;services;2672;6;0;-1;married;secondary;jun;no;no
1;560;yes;no;cellular;35;58;failure;self-employed;2673;2;1;136;married;tertiary;apr;no;no
1;574;no;no;cellular;48;348;unknown;blue-collar;2676;5;0;-1;married;primary;aug;no;no
3;0;no;no;telephone;60;130;unknown;retired;2677;30;0;-1;married;primary;jul;no;no
1;935;no;no;cellular;74;100;other;retired;2678;26;1;104;married;secondary;jan;no;no
1;699;yes;no;unknown;30;544;unknown;services;2679;29;0;-1;married;secondary;may;no;no
11;0;no;no;unknown;52;182;unknown;admin.;2680;19;0;-1;single;primary;may;no;no
1;-220;yes;no;cellular;24;90;unknown;blue-collar;2681;2;0;-1;married;secondary;apr;no;no
2;11417;yes;no;unknown;29;272;unknown;services;2682;28;0;-1;married;secondary;may;no;no
2;212;yes;no;cellular;33;260;unknown;housemaid;2683;11;0;-1;married;primary;jul;no;no
3;67;yes;yes;unknown;34;672;unknown;blue-collar;2684;8;0;-1;married;secondary;may;no;no
2;0;no;yes;telephone;31;275;unknown;blue-collar;2686;15;0;-1;married;secondary;jul;no;no
1;1673;no;no;cellular;45;76;unknown;technician;2687;23;0;-1;married;secondary;oct;no;no
2;-1202;yes;no;unknown;27;749;unknown;services;2688;4;0;-1;married;secondary;jun;no;no
4;4213;no;no;cellular;30;142;unknown;management;2689;25;0;-1;single;tertiary;aug;no;no
2;0;no;no;cellular;45;454;unknown;blue-collar;2690;26;0;-1;married;primary;aug;no;no
2;1521;yes;yes;cellular;57;102;failure;blue-collar;2691;18;5;178;married;secondary;may;no;no
3;1310;no;no;telephone;34;521;other;management;2692;30;7;158;married;tertiary;jan;no;no
1;0;yes;yes;cellular;40;57;unknown;admin.;2693;17;0;-1;married;secondary;nov;no;no
1;399;no;no;cellular;39;504;unknown;management;2694;9;0;-1;married;tertiary;apr;no;no
3;405;no;no;cellular;46;138;unknown;technician;2695;11;0;-1;married;tertiary;aug;no;no
1;697;no;no;cellular;34;166;unknown;management;2698;5;0;-1;married;tertiary;aug;no;no
2;403;yes;no;cellular;37;318;success;blue-collar;2699;8;1;338;married;primary;may;no;no
3;890;no;no;cellular;64;531;unknown;retired;2700;3;0;-1;divorced;tertiary;jul;no;no
2;809;yes;no;cellular;45;155;failure;technician;2701;13;4;363;divorced;secondary;may;no;no
1;158;yes;no;telephone;57;73;unknown;housemaid;2702;10;0;-1;married;secondary;jul;no;no
3;137;yes;no;unknown;21;198;unknown;student;2703;12;0;-1;single;unknown;may;no;no
1;2705;no;no;telephone;58;137;unknown;housemaid;2704;14;0;-1;married;secondary;aug;no;no
1;2457;yes;no;unknown;41;285;unknown;management;2706;9;0;-1;married;unknown;may;no;no
1;541;yes;no;cellular;58;98;unknown;management;2707;8;0;-1;married;tertiary;may;no;no
2;287;yes;no;cellular;33;199;other;management;2708;15;3;274;married;tertiary;may;no;no
3;273;yes;yes;cellular;32;97;unknown;management;2709;18;0;-1;married;tertiary;jul;no;no
5;0;yes;no;unknown;44;389;unknown;services;2710;4;0;-1;divorced;secondary;jun;no;no
1;677;no;no;cellular;47;384;success;unknown;2711;7;4;99;married;unknown;aug;no;no
3;340;no;no;unknown;41;37;unknown;self-employed;2712;6;0;-1;married;primary;jun;no;no
4;98;no;no;cellular;54;420;unknown;technician;2713;8;0;-1;married;tertiary;aug;no;no
1;477;yes;no;telephone;47;973;failure;technician;2714;7;1;366;divorced;tertiary;may;no;no
4;2629;no;no;cellular;32;77;unknown;management;2715;28;0;-1;single;tertiary;aug;no;no
2;0;no;yes;cellular;59;376;unknown;housemaid;2716;29;0;-1;married;tertiary;jul;no;no
2;-20;no;no;cellular;48;142;unknown;services;2718;20;0;-1;married;secondary;aug;yes;no
2;-852;no;yes;cellular;46;728;unknown;management;2720;29;0;-1;divorced;secondary;aug;no;no
3;-280;no;no;unknown;31;281;unknown;blue-collar;2721;21;0;-1;single;primary;may;no;no
5;9851;yes;no;cellular;34;128;unknown;technician;2723;20;0;-1;single;tertiary;nov;no;no
1;5095;yes;no;unknown;48;71;unknown;services;2724;16;0;-1;single;unknown;jun;no;no
4;687;no;no;cellular;32;161;unknown;technician;2725;20;0;-1;married;secondary;aug;no;no
4;1368;yes;no;cellular;31;129;unknown;management;2726;12;0;-1;married;secondary;aug;no;no
2;-179;yes;no;cellular;27;54;unknown;blue-collar;2727;15;0;-1;single;primary;may;no;no
1;-396;yes;no;cellular;60;443;failure;admin.;2728;11;1;350;married;secondary;may;no;no
1;1011;yes;no;unknown;34;136;unknown;blue-collar;2729;6;0;-1;single;tertiary;may;no;no
1;9;no;yes;unknown;52;44;unknown;self-employed;2730;6;0;-1;married;secondary;jun;no;no
9;1159;yes;yes;cellular;48;1181;unknown;blue-collar;2731;15;0;-1;married;secondary;may;no;no
2;-322;no;no;unknown;45;225;unknown;technician;2732;9;0;-1;married;primary;jun;no;no
1;1114;yes;no;cellular;54;81;unknown;technician;2733;30;0;-1;divorced;secondary;jan;no;no
1;2072;no;no;cellular;52;224;unknown;services;2734;10;0;-1;married;secondary;jul;no;no
4;459;yes;no;cellular;47;189;unknown;entrepreneur;2735;29;0;-1;married;tertiary;jul;no;no
2;1157;no;no;cellular;54;98;unknown;unknown;2736;26;0;-1;married;secondary;may;no;no
1;8309;yes;yes;cellular;34;50;unknown;blue-collar;2737;19;0;-1;married;secondary;nov;no;no
10;1043;no;no;cellular;39;195;unknown;technician;2738;18;0;-1;single;tertiary;aug;no;no
2;2098;no;no;cellular;46;110;unknown;technician;2739;7;0;-1;married;secondary;aug;no;no
1;461;no;no;cellular;26;214;unknown;unemployed;2740;28;0;-1;single;secondary;jan;no;no
8;61;yes;no;unknown;37;182;unknown;technician;2741;19;0;-1;single;secondary;may;no;no
2;1203;yes;no;cellular;47;239;unknown;blue-collar;2742;17;0;-1;married;secondary;apr;no;no
6;1067;no;yes;cellular;35;179;unknown;technician;2743;12;0;-1;married;secondary;aug;no;no
1;0;no;no;unknown;57;540;unknown;unemployed;2744;9;0;-1;married;primary;jun;no;no
2;1657;yes;no;cellular;34;566;failure;management;2745;18;4;356;married;tertiary;may;no;no
2;7;yes;no;unknown;27;98;unknown;technician;2747;15;0;-1;married;secondary;may;no;no
1;994;no;no;cellular;39;221;failure;technician;2749;5;1;241;married;secondary;feb;no;no
1;6;no;no;telephone;36;246;unknown;entrepreneur;2750;30;0;-1;married;tertiary;oct;no;no
2;0;no;no;cellular;42;656;unknown;technician;2751;21;0;-1;single;secondary;aug;no;no
1;8627;yes;no;unknown;23;281;unknown;blue-collar;2752;3;0;-1;single;primary;jun;no;no
1;133;yes;no;unknown;34;65;unknown;management;2753;8;0;-1;married;tertiary;may;no;no
5;247;yes;yes;unknown;34;193;unknown;blue-collar;2754;26;0;-1;married;secondary;may;no;no
1;1114;no;no;cellular;49;283;unknown;services;2755;17;0;-1;married;secondary;nov;no;no
4;1592;no;yes;unknown;57;78;unknown;blue-collar;2756;20;0;-1;married;primary;jun;no;no
6;0;no;no;unknown;59;425;unknown;retired;2757;8;0;-1;married;unknown;may;no;no
2;46;no;no;cellular;57;238;unknown;admin.;2758;7;0;-1;married;tertiary;aug;no;no
1;1221;yes;no;cellular;34;182;failure;blue-collar;2759;6;8;90;married;secondary;may;no;no
1;0;yes;no;unknown;35;477;unknown;blue-collar;2761;8;0;-1;divorced;secondary;may;no;no
1;520;no;no;cellular;42;158;unknown;management;2762;4;0;-1;married;tertiary;nov;no;no
3;10;no;no;telephone;57;320;unknown;services;2763;8;0;-1;married;tertiary;jul;no;no
1;2157;yes;no;cellular;42;149;failure;blue-collar;2764;13;2;364;married;secondary;may;no;no
5;6095;yes;yes;cellular;53;410;unknown;retired;2765;14;0;-1;married;secondary;may;no;no
2;133;yes;no;cellular;63;104;unknown;retired;2766;13;0;-1;married;tertiary;feb;no;no
6;1121;no;no;unknown;47;454;unknown;self-employed;2767;20;0;-1;married;secondary;jun;no;no
1;88;yes;no;unknown;54;190;unknown;services;2768;13;0;-1;married;secondary;may;no;no
10;0;no;no;cellular;45;145;unknown;admin.;2769;19;0;-1;married;secondary;aug;no;no
2;-328;yes;no;telephone;28;318;unknown;management;2770;2;0;-1;single;tertiary;feb;no;no
2;610;yes;no;telephone;58;246;unknown;unemployed;2771;29;0;-1;married;secondary;jul;no;no
2;414;no;no;cellular;48;761;unknown;management;2772;21;0;-1;single;tertiary;jul;no;no
1;0;no;no;unknown;37;143;unknown;self-employed;2774;6;0;-1;married;tertiary;jun;no;no
1;685;yes;no;unknown;37;968;unknown;blue-collar;2775;6;0;-1;married;secondary;jun;no;no
1;22856;no;no;cellular;37;154;failure;management;2776;2;1;388;married;primary;jul;no;no
1;-352;no;no;cellular;25;246;unknown;services;2777;15;0;-1;single;secondary;jul;no;no
1;602;yes;no;cellular;58;201;unknown;blue-collar;2778;13;0;-1;married;secondary;may;no;no
4;-588;yes;no;cellular;52;81;unknown;management;2779;22;0;-1;married;secondary;jul;no;no
3;5314;yes;no;cellular;59;200;unknown;blue-collar;2781;5;0;-1;married;secondary;may;no;no
2;64;yes;yes;unknown;41;210;unknown;technician;2782;8;0;-1;married;secondary;may;no;no
10;632;no;no;cellular;34;215;unknown;technician;2783;22;0;-1;single;tertiary;aug;no;no
2;5731;yes;no;cellular;35;164;other;technician;2784;4;4;167;single;secondary;may;no;no
6;902;no;no;unknown;41;35;unknown;technician;2785;16;0;-1;married;secondary;jun;no;no
1;6307;yes;no;unknown;28;615;unknown;blue-collar;2786;28;0;-1;single;secondary;may;no;no
3;112;no;yes;cellular;53;246;unknown;management;2787;11;0;-1;divorced;secondary;aug;no;no
1;0;no;yes;telephone;35;42;unknown;services;2788;9;0;-1;married;secondary;jul;no;no
1;621;no;no;cellular;33;217;unknown;admin.;2789;8;0;-1;single;tertiary;jul;no;no
1;435;yes;no;unknown;37;210;unknown;technician;2790;26;0;-1;single;secondary;may;no;no
4;782;yes;no;unknown;32;116;unknown;technician;2791;26;0;-1;married;secondary;may;no;no
1;478;yes;no;unknown;32;200;unknown;blue-collar;2792;3;0;-1;married;secondary;jun;no;no
4;7864;yes;no;unknown;54;145;unknown;services;2793;15;0;-1;married;unknown;may;no;no
1;1910;yes;no;unknown;44;41;unknown;blue-collar;2794;5;0;-1;married;secondary;jun;no;no
2;1174;yes;no;cellular;36;192;unknown;technician;2795;18;0;-1;divorced;tertiary;nov;no;no
2;1270;yes;no;cellular;56;80;other;admin.;2796;17;2;165;married;secondary;nov;no;no
11;18;no;no;unknown;30;121;unknown;management;2797;20;0;-1;single;tertiary;may;no;no
3;141;yes;no;unknown;36;106;unknown;blue-collar;2798;23;0;-1;married;secondary;may;no;no
1;2886;no;no;cellular;43;230;unknown;management;2799;20;0;-1;married;tertiary;nov;no;no
2;2715;yes;no;unknown;40;125;unknown;technician;2800;29;0;-1;married;secondary;may;no;no
1;1100;yes;yes;cellular;32;67;unknown;technician;2801;11;0;-1;single;tertiary;aug;no;no
1;516;yes;yes;unknown;34;26;unknown;blue-collar;2802;2;0;-1;married;secondary;jun;no;no
2;1;no;no;unknown;37;395;unknown;services;2803;15;0;-1;married;secondary;may;no;no
2;775;no;no;cellular;28;603;unknown;admin.;2804;29;0;-1;single;secondary;jan;no;no
2;634;no;no;cellular;35;185;unknown;unknown;2805;7;0;-1;married;primary;jul;no;no
2;5715;no;no;cellular;53;287;unknown;blue-collar;2806;28;0;-1;single;secondary;jan;no;no
1;1088;yes;no;cellular;60;149;unknown;admin.;2807;26;0;-1;married;unknown;may;no;no
7;1532;yes;yes;cellular;40;173;unknown;entrepreneur;2808;18;0;-1;married;secondary;nov;no;no
2;75;no;no;cellular;57;118;unknown;retired;2809;28;0;-1;married;primary;aug;no;no
1;103;no;no;unknown;29;314;unknown;technician;2810;19;0;-1;single;secondary;may;no;no
1;134;yes;no;cellular;44;378;unknown;blue-collar;2811;7;0;-1;married;primary;may;no;no
7;748;no;no;telephone;41;94;other;admin.;2812;21;3;130;single;secondary;nov;no;no
4;1990;yes;yes;cellular;47;108;unknown;technician;2813;25;0;-1;married;secondary;aug;no;no
2;192;no;no;cellular;43;203;unknown;technician;2814;5;0;-1;married;tertiary;aug;no;no
1;267;no;no;cellular;37;121;unknown;technician;2815;13;0;-1;single;secondary;may;no;no
2;586;yes;no;unknown;34;489;unknown;technician;2816;16;0;-1;single;tertiary;may;no;no
1;648;yes;yes;unknown;30;287;unknown;blue-collar;2817;8;0;-1;single;secondary;may;no;no
1;25;yes;no;cellular;57;652;other;entrepreneur;2818;11;4;370;divorced;secondary;may;yes;no
2;96;yes;no;cellular;26;612;other;admin.;2819;13;3;348;single;secondary;may;no;no
5;1116;yes;no;cellular;34;53;unknown;management;2820;25;0;-1;married;tertiary;jul;no;no
2;2380;no;no;cellular;28;394;unknown;management;2824;14;0;-1;single;tertiary;sep;no;no
3;179;no;no;unknown;57;230;unknown;blue-collar;2825;9;0;-1;married;primary;jun;no;no
2;1960;yes;no;cellular;38;161;unknown;technician;2828;21;0;-1;married;secondary;aug;no;no
5;818;yes;no;unknown;27;188;unknown;blue-collar;2829;3;0;-1;married;secondary;jun;no;no
5;2678;yes;no;cellular;30;23;unknown;admin.;2830;18;0;-1;married;secondary;may;no;no
2;1980;no;no;cellular;38;176;unknown;admin.;2831;5;0;-1;married;tertiary;aug;no;no
2;1582;no;no;telephone;36;26;failure;management;2832;3;1;197;married;tertiary;feb;no;no
1;62;no;no;unknown;38;212;unknown;retired;2833;19;0;-1;single;unknown;jun;no;no
2;235;no;no;cellular;59;119;unknown;housemaid;2834;13;0;-1;married;primary;aug;no;no
5;489;yes;no;cellular;37;205;unknown;management;2835;7;0;-1;married;tertiary;aug;no;no
4;3931;yes;no;unknown;29;73;unknown;self-employed;2836;3;0;-1;married;tertiary;jun;no;no
2;58;yes;no;telephone;33;57;unknown;technician;2838;29;0;-1;married;secondary;aug;no;no
2;1327;no;no;unknown;54;115;unknown;housemaid;2839;5;0;-1;divorced;secondary;jun;no;no
1;557;no;no;unknown;55;58;unknown;services;2840;19;0;-1;married;secondary;jun;no;no
1;741;yes;no;cellular;32;238;unknown;technician;2841;11;0;-1;single;tertiary;aug;no;no
3;3230;yes;no;telephone;48;207;unknown;management;2842;20;0;-1;married;primary;nov;no;no
2;1439;yes;no;cellular;33;178;unknown;management;2843;3;0;-1;single;tertiary;jun;no;no
11;120;yes;no;unknown;46;20;unknown;admin.;2844;14;0;-1;married;secondary;may;no;no
1;881;yes;no;cellular;47;143;failure;blue-collar;2846;14;2;370;married;primary;may;no;no
2;462;no;no;cellular;80;127;unknown;retired;2848;7;0;-1;married;secondary;dec;no;no
4;167;yes;yes;cellular;40;380;failure;self-employed;2849;8;1;295;married;secondary;may;no;no
3;1574;yes;no;cellular;43;167;unknown;entrepreneur;2850;19;0;-1;married;tertiary;nov;no;no
2;562;no;no;cellular;39;303;unknown;management;2852;13;0;-1;married;tertiary;sep;no;no
2;9305;yes;no;cellular;33;407;unknown;technician;2853;17;0;-1;married;secondary;apr;no;no
1;35;no;yes;cellular;31;229;unknown;technician;2854;16;0;-1;single;secondary;jul;no;no
2;0;no;no;cellular;36;108;unknown;management;2855;11;0;-1;single;tertiary;aug;no;no
1;2486;yes;no;cellular;35;265;unknown;management;2856;25;0;-1;single;tertiary;may;no;no
1;368;no;no;telephone;25;168;unknown;services;2857;25;0;-1;single;secondary;jul;no;no
1;1558;yes;no;cellular;33;97;unknown;management;2858;17;0;-1;single;secondary;apr;no;no
1;8627;yes;no;cellular;23;169;failure;blue-collar;2859;15;1;346;single;primary;may;no;no
2;2590;no;no;cellular;31;103;other;management;2860;23;2;484;single;tertiary;sep;no;no
3;0;yes;yes;unknown;36;599;unknown;management;2861;3;0;-1;married;tertiary;jun;no;no
2;900;yes;no;cellular;44;322;unknown;technician;2862;29;0;-1;single;tertiary;jan;no;no
1;385;yes;no;unknown;31;304;unknown;management;2863;21;0;-1;single;tertiary;may;no;no
3;1649;yes;no;cellular;55;52;unknown;blue-collar;2864;12;0;-1;married;primary;may;no;no
2;0;yes;yes;cellular;36;101;unknown;admin.;2866;9;0;-1;married;secondary;feb;no;no
2;1;no;no;cellular;27;65;unknown;unemployed;2867;3;0;-1;single;tertiary;feb;no;no
4;771;yes;no;cellular;40;173;unknown;services;2868;15;0;-1;married;secondary;may;no;no
3;280;yes;no;telephone;49;162;unknown;services;2869;14;0;-1;married;secondary;jul;no;no
2;46;no;no;cellular;59;78;unknown;retired;2870;14;0;-1;married;primary;aug;no;no
2;308;no;no;cellular;42;114;unknown;retired;2872;30;0;-1;single;tertiary;jan;no;no
6;160;yes;no;unknown;35;141;unknown;management;2873;4;0;-1;divorced;tertiary;jun;no;no
4;555;yes;no;cellular;29;133;unknown;blue-collar;2874;15;0;-1;single;secondary;may;no;no
2;778;yes;no;unknown;29;1994;unknown;technician;2875;6;0;-1;single;secondary;jun;no;no
2;48;no;no;cellular;37;140;unknown;blue-collar;2876;6;0;-1;single;secondary;may;no;no
